hhid,weight,account_num,account_type,district,urban,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco,mm_account_telco_main,v234,agent_trust,v236,v237,v238,v240,v241,v242,v243,v244,v245,v246,mm_account
1666,702.51098,2,SACCO Account,District_C,Rural,female,30,3,,no,yes,no,Company_A,,no,yes,,no,no,no,no,no,no,,no,no,yes
1666,702.51098,3,VSLA Account,District_C,Rural,female,30,3,,no,yes,no,Company_A,,no,yes,,no,no,no,no,no,no,,no,no,yes
1667,90.311111,1,Mobile Money,District_C,Rural,female,30,6,secondary 2,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,yes,no,no,,no,no,yes
1668,192.93968,1,VSLA Account,District_A,Urban,female,32,3,university,no,yes,no,Company_A Company_B,Company_A,no,no,no,yes,yes,yes,yes,no,yes,,no,no,yes
1669,89.386667,1,None,District_B,Rural,female,29,2,primary 6,yes,yes,no,,,,,,no,yes,no,no,no,yes,,no,no,no
1670,113.77531,1,SACCO Account,District_A,Urban,female,56,3,university,no,no,no,Company_A,,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes
1670,113.77531,2,VSLA Account,District_A,Urban,female,56,3,university,no,no,no,Company_A,,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes
1671,232.76503,1,None,District_B,Rural,female,40,3,tvet,no,yes,no,Company_A,,,no,,no,yes,no,yes,no,yes,,no,no,yes
1672,497.60684,1,Mobile Money,District_A,Urban,female,42,7,primary 6,no,no,no,Company_A Company_B,Company_B,no,yes,,yes,yes,yes,yes,no,yes,no,yes,no,yes
1673,250.34074,1,Mobile Money,District_A,Urban,female,26,4,primary 5,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes
1673,250.34074,2,SACCO Account,District_A,Urban,female,26,4,primary 5,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes
1673,250.34074,3,VSLA Account,District_A,Urban,female,26,4,primary 5,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes
1674,561.54313,1,Mobile Money,District_C,Rural,male,31,3,primary 5,no,yes,no,Company_B,,yes,no,,yes,no,no,no,no,no,,no,no,yes
1674,561.54313,2,SACCO Account,District_C,Rural,male,31,3,primary 5,no,yes,no,Company_B,,yes,no,,yes,no,no,no,no,no,,no,no,yes
1675,330.51358,1,Mobile Money,District_C,Rural,female,30,5,secondary 6,no,yes,no,Company_B,,no,no,no,yes,no,no,no,no,yes,,yes,no,yes
1675,330.51358,2,VSLA Account,District_C,Rural,female,30,5,secondary 6,no,yes,no,Company_B,,no,no,no,yes,no,no,no,no,yes,,yes,no,yes
1676,267.19959,1,VSLA Account,District_A,Urban,male,28,3,university,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,yes,,yes,no,yes
1677,136.87333,1,SACCO Account,District_B,Rural,female,42,1,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1677,136.87333,2,VSLA Account,District_B,Rural,female,42,1,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1678,291.88889,1,None,District_A,Urban,male,27,3,secondary 6,no,yes,no,Company_A,,no,yes,yes,yes,yes,yes,yes,no,yes,,no,no,yes
1679,126.82385,1,Mobile Money,District_B,Rural,female,18,4,primary 6,no,yes,no,Company_B,Company_B,yes,,,no,no,no,no,no,yes,,no,no,yes
1679,126.82385,2,Bank Account,District_B,Rural,female,18,4,primary 6,no,yes,no,Company_B,Company_B,yes,,,no,no,no,no,no,yes,,no,no,yes
1679,126.82385,3,VSLA Account,District_B,Rural,female,18,4,primary 6,no,yes,no,Company_B,Company_B,yes,,,no,no,no,no,no,yes,,no,no,yes
1680,151.46667,1,Mobile Money,District_A,Urban,female,48,2,other,no,,no,Company_A Company_C,Company_A,,no,no,yes,no,no,yes,no,yes,,no,no,yes
1681,312.80485,1,VSLA Account,District_C,Rural,male,33,4,primary 5,no,yes,yes,Company_A Company_B,Company_B,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes
1682,172.82538,1,VSLA Account,District_B,Rural,female,41,8,primary 6,yes,yes,no,,,,,,no,no,no,no,no,no,,no,no,no
1683,336.50332,1,VSLA Account,District_C,Rural,male,29,2,primary 4,no,yes,no,,,,,,,,,,,,,,,no
1684,201.28313,1,Mobile Money,District_C,Rural,male,34,6,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,yes,,no,no,yes
1684,201.28313,2,SACCO Account,District_C,Rural,male,34,6,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,yes,,no,no,yes
1684,201.28313,3,VSLA Account,District_C,Rural,male,34,6,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,yes,,no,no,yes
1685,344.8675,1,None,District_C,Rural,female,50,4,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,,,no,yes,no,no,no,no,,no,no,yes
1686,211.05185,1,Mobile Money,District_B,Rural,female,63,2,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no,yes
1686,211.05185,2,SACCO Account,District_B,Rural,female,63,2,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no,yes
1686,211.05185,3,VSLA Account,District_B,Rural,female,63,2,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no,yes
1687,950.77684,1,Mobile Money,District_B,Rural,female,38,5,primary 6,no,yes,no,,,,,,,,,,,,,,,no
1687,950.77684,2,VSLA Account,District_B,Rural,female,38,5,primary 6,no,yes,no,,,,,,,,,,,,,,,no
1688,1036.3164,1,Mobile Money,District_B,Rural,female,32,5,primary 3,no,yes,no,,,,,,,,,,,,,,,no
1689,132.47642,1,Mobile Money,District_B,Rural,female,25,3,primary 6,yes,yes,no,,,,no,,yes,yes,no,no,no,yes,,no,no,no
1689,132.47642,2,VSLA Account,District_B,Rural,female,25,3,primary 6,yes,yes,no,,,,no,,yes,yes,no,no,no,yes,,no,no,no
1690,211.79047,1,SACCO Account,District_C,Rural,male,28,3,secondary 2,no,yes,no,Company_B,,yes,no,,yes,no,no,yes,no,no,,no,no,yes
1691,197.04116,1,None,District_B,Rural,male,29,5,primary 1,yes,yes,no,,,,,,no,yes,no,no,,no,,no,no,no
1692,317.89512,1,Mobile Money,District_C,Urban,female,27,5,university,no,yes,no,Company_A,,-97,no,no,yes,no,no,yes,no,yes,,yes,no,yes
1692,317.89512,2,SACCO Account,District_C,Urban,female,27,5,university,no,yes,no,Company_A,,-97,no,no,yes,no,no,yes,no,yes,,yes,no,yes
1692,317.89512,3,VSLA Account,District_C,Urban,female,27,5,university,no,yes,no,Company_A,,-97,no,no,yes,no,no,yes,no,yes,,yes,no,yes
1693,227.60494,1,None,District_B,Rural,male,41,7,primary 6,no,yes,no,Company_A,,yes,yes,,yes,no,no,yes,no,no,,no,no,yes
1694,178.77333,1,Mobile Money,District_B,Rural,female,29,4,,no,yes,no,Company_B,,yes,,,no,yes,no,no,no,no,,no,no,yes
1695,282.41434,1,MFI Account,District_A,Urban,female,61,4,primary 6,no,yes,no,,,,,,,,,,,,,,,no
1696,587.3981,1,None,District_B,Rural,female,34,6,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,,,yes,no,no,yes,no,no,no,no,no,yes
1697,479.93906,1,Mobile Money,District_C,Rural,female,39,5,primary 6,no,yes,no,Company_B,,yes,no,,no,no,no,no,no,no,,no,no,yes
1697,479.93906,2,Bank Account,District_C,Rural,female,39,5,primary 6,no,yes,no,Company_B,,yes,no,,no,no,no,no,no,no,,no,no,yes
1697,479.93906,3,VSLA Account,District_C,Rural,female,39,5,primary 6,no,yes,no,Company_B,,yes,no,,no,no,no,no,no,no,,no,no,yes
1698,522.94434,1,Mobile Money,District_C,Rural,male,32,4,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,no,no,yes
1698,522.94434,2,Bank Account,District_C,Rural,male,32,4,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,no,no,yes
1698,522.94434,3,VSLA Account,District_C,Rural,male,32,4,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,no,no,yes
1699,111.34603,1,Mobile Money,District_A,Rural,female,44,5,other,no,yes,no,Company_A,,,,,,,,,,,,,,yes
1699,111.34603,2,Bank Account,District_A,Rural,female,44,5,other,no,yes,no,Company_A,,,,,,,,,,,,,,yes
1700,641.62963,1,Mobile Money,District_A,Urban,female,27,11,secondary 2,yes,yes,no,,,,no,,yes,yes,no,no,,yes,yes,yes,no,no
1700,641.62963,2,Bank Account,District_A,Urban,female,27,11,secondary 2,yes,yes,no,,,,no,,yes,yes,no,no,,yes,yes,yes,no,no
1701,1528.1378,1,SACCO Account,District_C,Rural,female,36,4,primary 4,yes,yes,no,,,,,,no,no,no,yes,no,yes,yes,no,no,no
1701,1528.1378,2,VSLA Account,District_C,Rural,female,36,4,primary 4,yes,yes,no,,,,,,no,no,no,yes,no,yes,yes,no,no,no
1702,287.83331,1,Mobile Money,District_C,Rural,female,42,4,primary 4,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,yes,,no,no,yes
1702,287.83331,2,VSLA Account,District_C,Rural,female,42,4,primary 4,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,yes,,no,no,yes
1703,318.02333,1,Mobile Money,District_B,Rural,male,41,10,primary 3,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,yes,,no,no,yes
1703,318.02333,2,VSLA Account,District_B,Rural,male,41,10,primary 3,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,yes,,no,no,yes
1704,471.62469,1,Mobile Money,District_C,Rural,female,55,2,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1704,471.62469,2,Bank Account,District_C,Rural,female,55,2,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1704,471.62469,3,SACCO Account,District_C,Rural,female,55,2,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1705,298.02667,1,Mobile Money,District_C,Rural,female,31,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no,yes
1706,360.02963,1,SACCO Account,District_B,Rural,female,28,4,primary 2,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,no,,no,no,yes
1706,360.02963,2,VSLA Account,District_B,Rural,female,28,4,primary 2,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,no,,no,no,yes
1707,137.839,1,Mobile Money,District_A,Rural,male,40,6,primary 6,yes,yes,no,,,,,,,,,,,,,,,no
1707,137.839,2,SACCO Account,District_A,Rural,male,40,6,primary 6,yes,yes,no,,,,,,,,,,,,,,,no
1708,108.49101,1,Mobile Money,District_A,Rural,female,63,1,,no,yes,,,,,,,,,,,,,,,,no
1708,108.49101,2,Bank Account,District_A,Rural,female,63,1,,no,yes,,,,,,,,,,,,,,,,no
1708,108.49101,3,VSLA Account,District_A,Rural,female,63,1,,no,yes,,,,,,,,,,,,,,,,no
1709,173.20178,1,Mobile Money,District_C,Rural,female,26,3,secondary 3,yes,yes,no,,,,,,no,no,no,no,no,yes,,no,no,no
1709,173.20178,2,Bank Account,District_C,Rural,female,26,3,secondary 3,yes,yes,no,,,,,,no,no,no,no,no,yes,,no,no,no
1709,173.20178,3,SACCO Account,District_C,Rural,female,26,3,secondary 3,yes,yes,no,,,,,,no,no,no,no,no,yes,,no,no,no
1710,188.68604,1,Mobile Money,District_A,Urban,male,45,1,,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,no,no,yes
1710,188.68604,2,VSLA Account,District_A,Urban,male,45,1,,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,no,no,yes
1711,193.57846,1,SACCO Account,District_C,Rural,male,36,5,primary 3,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,no,no,no,yes,no,no,yes
1712,127.27407,1,SACCO Account,District_A,Urban,female,48,3,primary 3,no,yes,-97,,,,,,,,,,,,,,,no
1712,127.27407,2,VSLA Account,District_A,Urban,female,48,3,primary 3,no,yes,-97,,,,,,,,,,,,,,,no
1713,370.81182,1,Mobile Money,District_B,Rural,female,29,5,secondary 3,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,yes,,no,no,yes
1713,370.81182,2,Bank Account,District_B,Rural,female,29,5,secondary 3,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,yes,,no,no,yes
1713,370.81182,3,SACCO Account,District_B,Rural,female,29,5,secondary 3,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,yes,,no,no,yes
1713,370.81182,4,VSLA Account,District_B,Rural,female,29,5,secondary 3,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,yes,,no,no,yes
1714,390.09477,1,Mobile Money,District_C,Rural,male,22,5,primary 6,no,yes,yes,,,,,,,,,,,,,,,no
1714,390.09477,2,VSLA Account,District_C,Rural,male,22,5,primary 6,no,yes,yes,,,,,,,,,,,,,,,no
1715,152.79772,1,Mobile Money,District_B,Rural,female,53,3,primary 4,no,yes,yes,Company_A,,no,yes,,yes,no,yes,yes,yes,no,,no,no,yes
1715,152.79772,2,Bank Account,District_B,Rural,female,53,3,primary 4,no,yes,yes,Company_A,,no,yes,,yes,no,yes,yes,yes,no,,no,no,yes
1715,152.79772,3,VSLA Account,District_B,Rural,female,53,3,primary 4,no,yes,yes,Company_A,,no,yes,,yes,no,yes,yes,yes,no,,no,no,yes
1716,216.59077,1,Mobile Money,District_B,Rural,female,45,6,primary 4,no,yes,,Company_B,,no,yes,,yes,no,no,yes,no,no,,no,yes,yes
1716,216.59077,2,SACCO Account,District_B,Rural,female,45,6,primary 4,no,yes,,Company_B,,no,yes,,yes,no,no,yes,no,no,,no,yes,yes
1717,144.45711,1,Mobile Money,District_B,Rural,male,40,7,primary 4,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,no,,yes,no,yes
1717,144.45711,2,VSLA Account,District_B,Rural,male,40,7,primary 4,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,no,,yes,no,yes
1718,589.76132,1,Mobile Money,District_C,Rural,male,24,5,primary 6,no,yes,no,Company_B Company_C,Company_B,yes,no,no,yes,yes,no,no,no,yes,,no,no,yes
1718,589.76132,2,VSLA Account,District_C,Rural,male,24,5,primary 6,no,yes,no,Company_B Company_C,Company_B,yes,no,no,yes,yes,no,no,no,yes,,no,no,yes
1719,281.29524,1,Mobile Money,District_A,Rural,male,37,6,university,no,yes,no,Company_A Company_B,Company_A,yes,,no,yes,no,no,yes,no,yes,,no,no,yes
1720,155.75499,1,Mobile Money,District_A,Urban,female,26,3,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,yes,yes,no,yes
1721,419.68239,1,Mobile Money,District_B,Rural,female,47,7,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,no,no,yes
1721,419.68239,2,SACCO Account,District_B,Rural,female,47,7,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,no,no,yes
1722,170.66296,1,None,District_A,Urban,male,47,5,university,no,yes,no,Company_A,,yes,no,yes,no,yes,no,yes,no,yes,,yes,no,yes
1723,239.87073,1,None,District_B,Rural,female,28,4,primary 5,yes,yes,no,,,,no,,no,yes,no,no,no,yes,,no,no,no
1724,627.73979,1,Mobile Money,District_A,Urban,male,42,7,secondary 2,no,no,no,Company_A Company_B Company_C,Company_B,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes
1724,627.73979,2,Bank Account,District_A,Urban,male,42,7,secondary 2,no,no,no,Company_A Company_B Company_C,Company_B,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes
1725,663.18678,1,Mobile Money,District_A,Rural,male,28,7,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes
1725,663.18678,2,Bank Account,District_A,Rural,male,28,7,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes
1725,663.18678,3,SACCO Account,District_A,Rural,male,28,7,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes
1725,663.18678,4,VSLA Account,District_A,Rural,male,28,7,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes
1726,314.5837,1,SACCO Account,District_C,Rural,male,37,5,primary 6,no,yes,no,Company_B,,yes,no,no,no,yes,no,yes,no,yes,,no,no,yes
1726,314.5837,2,VSLA Account,District_C,Rural,male,37,5,primary 6,no,yes,no,Company_B,,yes,no,no,no,yes,no,yes,no,yes,,no,no,yes
1727,290.63758,1,Bank Account,District_C,Rural,male,41,4,primary 5,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,yes,no,yes,yes,no,no,yes
1728,371.77595,1,Mobile Money,District_B,Rural,male,36,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,no,no,yes
1728,371.77595,2,Bank Account,District_B,Rural,male,36,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,no,no,yes
1728,371.77595,3,MFI Account,District_B,Rural,male,36,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,no,no,yes
1729,215.0781,1,Mobile Money,District_A,Rural,female,29,4,primary 2,no,yes,yes,,,,,,,,,,,,,,,no
1730,158.28939,1,Mobile Money,District_C,Rural,female,62,4,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,no,no,yes,no,no,,no,no,yes
1730,158.28939,2,VSLA Account,District_C,Rural,female,62,4,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,no,no,yes,no,no,,no,no,yes
1731,392.70353,1,Mobile Money,District_B,Rural,male,40,7,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no,yes
1731,392.70353,2,VSLA Account,District_B,Rural,male,40,7,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no,yes
1732,110.89303,1,None,District_A,Urban,male,76,4,secondary 2,no,-97,-97,,,,,,,,,,,,,,,no
1733,4366.0568,1,Mobile Money,District_C,Rural,male,64,3,,no,yes,no,,,,,,,,,,,,,,,no
1733,4366.0568,2,VSLA Account,District_C,Rural,male,64,3,,no,yes,no,,,,,,,,,,,,,,,no
1734,495.77039,1,SACCO Account,District_C,Rural,female,41,6,primary 4,yes,yes,,,,,no,,no,yes,no,no,no,yes,,no,no,no
1734,495.77039,2,VSLA Account,District_C,Rural,female,41,6,primary 4,yes,yes,,,,,no,,no,yes,no,no,no,yes,,no,no,no
1735,107.24444,1,SACCO Account,District_C,Rural,female,44,1,primary 6,no,yes,no,Company_B,,no,no,,no,yes,no,no,no,yes,yes,yes,no,yes
1735,107.24444,2,VSLA Account,District_C,Rural,female,44,1,primary 6,no,yes,no,Company_B,,no,no,,no,yes,no,no,no,yes,yes,yes,no,yes
1736,541.54332,1,SACCO Account,District_C,Rural,female,30,4,primary 3,no,yes,no,,,,,,,,,,,,,,,no
1736,541.54332,2,VSLA Account,District_C,Rural,female,30,4,primary 3,no,yes,no,,,,,,,,,,,,,,,no
1737,277.2642,1,None,District_B,Rural,male,62,3,,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,no,,no,no,yes
1738,916.52094,1,Mobile Money,District_C,Rural,female,42,2,primary 2,no,,,,,,,,,,,,,,,,,no
1738,916.52094,2,Bank Account,District_C,Rural,female,42,2,primary 2,no,,,,,,,,,,,,,,,,,no
1739,566.05812,1,Mobile Money,District_A,Urban,female,46,6,secondary 3,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,yes,no,no,,no,no,yes
1740,45.155556,1,Mobile Money,District_C,Rural,female,37,1,primary 6,no,yes,-97,,,,,,,,,,,,,,,no
1741,448.73912,1,Mobile Money,District_B,Rural,female,28,4,primary 6,yes,,,,,,no,,no,yes,no,no,no,no,,no,no,no
1741,448.73912,2,SACCO Account,District_B,Rural,female,28,4,primary 6,yes,,,,,,no,,no,yes,no,no,no,no,,no,no,no
1741,448.73912,3,VSLA Account,District_B,Rural,female,28,4,primary 6,yes,,,,,,no,,no,yes,no,no,no,no,,no,no,no
1742,625.85185,1,Mobile Money,District_A,Urban,female,26,4,primary 2,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,no,no,yes
1742,625.85185,2,Bank Account,District_A,Urban,female,26,4,primary 2,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,no,no,yes
1743,128.32593,1,Mobile Money,District_A,Rural,female,40,9,primary 6,no,yes,no,Company_A,,yes,yes,,yes,yes,yes,yes,no,yes,yes,no,yes,yes
1743,128.32593,2,VSLA Account,District_A,Rural,female,40,9,primary 6,no,yes,no,Company_A,,yes,yes,,yes,yes,yes,yes,no,yes,yes,no,yes,yes
1744,171.10123,1,Bank Account,District_A,Rural,male,20,7,primary 5,no,no,no,Company_B,,yes,no,,no,yes,no,yes,no,yes,yes,yes,no,yes
1745,360.02963,1,None,District_B,Rural,female,24,5,primary 1,yes,yes,no,,,,no,,yes,yes,no,yes,no,no,,no,no,no
1746,458.26047,1,Mobile Money,District_C,Rural,female,29,4,primary 6,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,no,no,no,yes,yes
1746,458.26047,2,Bank Account,District_C,Rural,female,29,4,primary 6,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,no,no,no,yes,yes
1747,213.87654,1,Mobile Money,District_A,Urban,male,32,4,secondary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,yes,yes,yes,yes,yes,no,yes,yes
1747,213.87654,2,SACCO Account,District_A,Urban,male,32,4,secondary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,yes,yes,yes,yes,yes,no,yes,yes
1747,213.87654,3,VSLA Account,District_A,Urban,male,32,4,secondary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,yes,yes,yes,yes,yes,no,yes,yes
1748,90.25698,1,None,District_A,Urban,female,37,3,secondary 1,no,yes,no,Company_A,,yes,no,no,yes,yes,yes,yes,no,yes,,no,no,yes
1749,151.73663,1,Mobile Money,District_B,Rural,male,36,4,primary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,yes,no,,no,no,yes
1749,151.73663,2,Bank Account,District_B,Rural,male,36,4,primary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,yes,no,,no,no,yes
1749,151.73663,3,VSLA Account,District_B,Rural,male,36,4,primary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,yes,no,,no,no,yes
1750,1798.7166,1,Mobile Money,District_C,Rural,male,60,7,primary 6,no,yes,no,,,,,,,,,,,,,,,no
1750,1798.7166,2,Bank Account,District_C,Rural,male,60,7,primary 6,no,yes,no,,,,,,,,,,,,,,,no
1750,1798.7166,3,SACCO Account,District_C,Rural,male,60,7,primary 6,no,yes,no,,,,,,,,,,,,,,,no
1750,1798.7166,4,VSLA Account,District_C,Rural,male,60,7,primary 6,no,yes,no,,,,,,,,,,,,,,,no
1751,210.97143,1,Mobile Money,District_A,Rural,male,49,5,university,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no,yes
1751,210.97143,2,SACCO Account,District_A,Rural,male,49,5,university,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no,yes
1751,210.97143,3,VSLA Account,District_A,Rural,male,49,5,university,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no,yes
1752,214.48889,1,SACCO Account,District_C,Rural,female,32,3,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,yes,no,no,yes,no,yes,no,yes,,yes,no,yes
1752,214.48889,2,VSLA Account,District_C,Rural,female,32,3,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,yes,no,no,yes,no,yes,no,yes,,yes,no,yes
1753,291.88889,1,Mobile Money,District_A,Urban,male,52,6,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,no,no,yes,no,yes,,no,no,yes
1753,291.88889,2,Bank Account,District_A,Urban,male,52,6,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,no,no,yes,no,yes,,no,no,yes
1753,291.88889,3,MFI Account,District_A,Urban,male,52,6,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,no,no,yes,no,yes,,no,no,yes
1753,291.88889,4,VSLA Account,District_A,Urban,male,52,6,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,no,no,yes,no,yes,,no,no,yes
1754,2152.2818,1,Mobile Money,District_B,Rural,female,27,3,primary 6,no,yes,no,,,,,,,,,,,,,,,no
1754,2152.2818,2,Bank Account,District_B,Rural,female,27,3,primary 6,no,yes,no,,,,,,,,,,,,,,,no
1754,2152.2818,3,SACCO Account,District_B,Rural,female,27,3,primary 6,no,yes,no,,,,,,,,,,,,,,,no
1754,2152.2818,4,VSLA Account,District_B,Rural,female,27,3,primary 6,no,yes,no,,,,,,,,,,,,,,,no
1755,289.40952,1,Mobile Money,District_A,Urban,female,49,12,primary 6,no,yes,no,Company_A,,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes
1755,289.40952,2,SACCO Account,District_A,Urban,female,49,12,primary 6,no,yes,no,Company_A,,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes
1755,289.40952,3,VSLA Account,District_A,Urban,female,49,12,primary 6,no,yes,no,Company_A,,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes
1756,239.31526,1,Mobile Money,District_B,Rural,female,50,7,primary 6,no,yes,no,Company_A,,yes,no,,yes,no,yes,no,no,no,,yes,no,yes
1756,239.31526,2,SACCO Account,District_B,Rural,female,50,7,primary 6,no,yes,no,Company_A,,yes,no,,yes,no,yes,no,no,no,,yes,no,yes
1757,278.89769,1,Mobile Money,District_B,Rural,male,33,5,primary 5,no,yes,no,Company_B,,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,yes
1757,278.89769,2,SACCO Account,District_B,Rural,male,33,5,primary 5,no,yes,no,Company_B,,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,yes
1757,278.89769,3,VSLA Account,District_B,Rural,male,33,5,primary 5,no,yes,no,Company_B,,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,yes
1758,305.83673,1,Mobile Money,District_C,Rural,female,41,4,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,yes
1759,1564.6296,1,Mobile Money,District_A,Urban,female,44,7,university,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,no,,yes,no,yes
1759,1564.6296,2,SACCO Account,District_A,Urban,female,44,7,university,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,no,,yes,no,yes
1759,1564.6296,3,VSLA Account,District_A,Urban,female,44,7,university,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,no,,yes,no,yes
1760,220.26961,1,Mobile Money,District_A,Rural,female,59,4,,no,yes,no,,,,,,,,,,,,,,,no
